url,type
https://twitter.com/share?text=%D0%A4%D0%BE%D1%82%D0%BE%D0%BF%D0%BE%D0%B4%D0%B1%D0%BE%D1%80%D0%BA%D0%B0+%D0%B7%D0%B0+29.04.2015&url=http%3A%2F%2Ffishki.net%2Fphoto%2F1517170-fotopodborka-za-29042015.html%2Fgallery-1952358%2F,non - malicious
hobartcorp.com/Contact-Us/,non - malicious
ipesbd.com/,non - malicious
oregoncraftsmanllc.com,malicious
http://skat-vviztmhc.pepespizza.com/skat.dk/personlige-oplysninger.html,malicious
madhatters.me.uk/2010/03/07/sarah-phillips-autumn/,non - malicious
http://www.tirs-online.de/aktionen/demos-a-kundgebungen/312-aktionstage-gegen-den-versuchstierhandel-durch-klm-air-france,malicious
videosurf.com/wallace-beery-212797,non - malicious
http://creditmaster.eu/7416077659/241250503/,malicious
cfreference.net/,non - malicious
linkedin.com/pub/janelle-rudie/a/330/a13,non - malicious
borealpress.com/,non - malicious
en.wikipedia.org/wiki/Ryan_(film),non - malicious
http://kotaku.com/the-classic-pc-games-you-must-play-1246823468/1440923931/@kirkhamilton,non - malicious
usageorge.com/Wallpapers/Commercial/CHOM.html,non - malicious
http://www.mgth.fi/etusivu-ryhmaen-artikkelit/36-uutiset-ajankohtaista/81-verkkokauppa-avattu,malicious
http://atwiki.jp/wiki/%E3%83%89%E3%83%A9%E3%82%B4%E3%83%B3%E3%82%BA%E3%83%89%E3%82%B0%E3%83%9E%20%E3%81%8F%E3%81%88%E3%81%99%E3%81%A8,non - malicious
http://www.egejewelry.com/index.php?option=com_rsgallery2&page=inline&gid=1&limit=1&limitstart=12,malicious
mpma28.com/page/page/2271350.htm,non - malicious
http://www.cuxhaven.cc/index.php?option=com_flippingbook&view=book&id=6&page=12&Itemid=67,malicious
http://yyydy.com/a/bjl/index.html,malicious
canadagazette.gc.ca/archives/p1/2002/2002-01-19/html/parliament-parlement-eng.html,non - malicious
en.wikipedia.org/wiki/KREV,non - malicious
http://distrimarsanitarios.soydg.com/wp-content/themes/jay/178bccdcc72168f6eaeec8c4b3b336fe/,malicious
http://www.shaborooz.ir/index.php?option=com_contact&view=contact&id=1&Itemid=3,malicious
answers.com/topic/joseph-o-neill,non - malicious
readerfeedback.labs.wikimedia.org/wiki/California_State_Route_78,non - malicious
yatedo.com/s/Linda+Lee,non - malicious
http://www.qmcweb.com.br/index.php?option=com_jevents&task=day.listevents&year=2013&month=01&day=10&catids=38|34&Itemid=1&lang=pt,malicious
http://otomoto.pl/oferta/honda-jazz-jazz-1-2-klima-i-rej-05-2014-km-10-000-ID4pa1I9.html,non - malicious
http://www.kristall-zell.at/index.php/nl/preise/winter.html,malicious
motherboard.ie/,non - malicious
servericer.wellsfarg0t.com.aquisites.net,malicious
http://www.romanovski.se/art/performances/3-performances/25-tomato-peel-with-hiroko-tsuchimoto-2011-pori,malicious
http://www.gottadanceonline.com/index.php/login?task=lostPassword,malicious
timesofindia.indiatimes.com/topic/Colin-Ferguson-(actor),non - malicious
montreal.about.com/od/sportsrecreation/ss/olympic_divers_8.htm,non - malicious
edperformance.com/,non - malicious
port-montreal.com/,non - malicious
youtube.com/watch?v=d8IlHHK7oZ8,non - malicious
4shared.com/audio/vhD02W-g/01_Hatenai_Sora.html,non - malicious
en.wikipedia.org/wiki/Category:Silent_films,non - malicious
http://www.jnpiraq.net/index.php?option=com_content&view=article&id=507:2010-02-08-08-46-15&catid=7:2009-02-14-18-17-11&Itemid=12,malicious
morgancole.com/,non - malicious
http://portal.dddgaming.com/docs/rules/15022/cn/game_cn.html?amluMjAxNQ%3D%3D,malicious
rootsweb.ancestry.com/~inallcem/jefferson/emmanuel/name-a.html,non - malicious
amazon.com/Systematic-Chaos-W-Dvd-Spec/dp/B000PTYP5C,non - malicious
http://tuvanbatdongsan.vn/Tu-van-phong-thuy/index.html,malicious
http://www.mueblesjoval.cl/index.php?option=com_morfeoshow&task=view&gallery=77&Itemid=62,malicious
nationalcatholicreporter.org/word/word103103.htm,non - malicious
amazon.com/Beauties-Mary-Troy/dp/188615774X,non - malicious
trivago.com/carcassonne-36191/amusement-park/complexe-de-loisirs-raymond-chesa-185771,non - malicious
perfectpeople.net/celebrity-star/306/mira-sorvino.htm,non - malicious
facebook.com/pages/Billie-Joe-Armstrong/21810736024,non - malicious
youtube.com/watch?v=8nJCN3dUtO8,non - malicious
sitedefesta.com,malicious
gettyimages.com/detail/news-photo/bob-steele-the-cowboy-star-and-american-character-actor-who-news-photo/3265035,non - malicious
names.whitepages.com/massachusetts/danielle/fournier,non - malicious
acadian-home.org/france-lesturgeon.html,non - malicious
http://www.sertex.com.br/index.html?page_id=7,malicious
mankato.craigslist.org/fuo/2682320424.html,non - malicious
lib.berkeley.edu/MRC/imagesafam.html,non - malicious
johnbolenracing.com/,non - malicious
linkedin.com/pub/eric-kubic/25/b5a/12b,non - malicious
http://www.coopsalsipuedes.com.ar/index.php?view=article&catid=43:cultura&id=23:complejo-cultural-ancon&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=53,malicious
ecoliteracy.org/essays/greening-k-12-curriculum,non - malicious
maxalbums.com/index.php?artist=Henry+Rollins&album=Everything,non - malicious
http://bjdfbh.com/Item/Show.asp?m=1&d=1048,malicious
manta.com/c/mm73jsg/don-ferguson,non - malicious
youtube.com/watch?v=EiSK-hrFZiE,non - malicious
imdb.com/title/tt1846155/,non - malicious
lillies-flowers.blogspot.com/,non - malicious
http://www.khack.be/index.php?option=com_content&view=article&id=12&Itemid=9,malicious
http://www.ekino-neureut.de/index.php?option=com_phocagallery&view=detail&catid=32:kindergottesdienst-engel-2&id=1919:1001765&tmpl=component&Itemid=49,malicious
tributes.com/show/John-Cossette-91317090,non - malicious
verdunrestaurants.info/?abrowse=X,non - malicious
gohorsebetting.com/Monmouth+Park,non - malicious
thelostpenguin.wordpress.com/short-films/,non - malicious
192.com/atoz/people/watkins/daniel/,non - malicious
answers.yahoo.com/question/index?qid=20090527180401AA9KLjC,non - malicious
rockerparis.blogspot.com/,non - malicious
amazon.com/Senior-Trip-Jason-Alexander/dp/B000PKG8XI,non - malicious
fbitn.com/meigs-county/decatur/derek-starnes,non - malicious
http://www.lgk-luzern.ch/index.php?option=com_content&view=article&id=14&Itemid=57,malicious
http://bathurstbaptist.org.au/home/contact-us/8/14-young-adults-enquiries.html,malicious
http://schertzauto.com/wp-content/themes/NAPA%20AC%202014%20S/genericons/genericons.css?ver=3.0.2,malicious
letrs.indiana.edu/cgi/t/text/text-idx?c=wright2;cc=wright2;view=text;rgn=main;idno=wright2-1791,non - malicious
http://www.verall.com.pl/sieci-radiowe-wlan.html,malicious
williamsmorrisonlight.net/Bio/JohnLight.asp,non - malicious
theracinginquirer.blogspot.com/2011/09/freshman-pacers-featured-at-freehold.html,non - malicious
northcarolinashandyman.com/,non - malicious
yikesprospho.com.gridhosted.co.uk,malicious
people.famouswhy.com/david_st__pierre/,non - malicious
fargonorth91.com/,non - malicious
techlearning.com/article/38974,non - malicious
10starmovies.com/Watch-Movies-Online/Jackie_Bouvier_Kennedy_Onassis_2000/,non - malicious
http://kreuzleger.net/de.html?el_mcal_month=1&el_mcal_year=2013,malicious
allbrackets.com/,non - malicious
zeitgeist-photo.com/galleries/2008_colors_of_the_world_collection/,non - malicious
southcarolina.hometownlocator.com/,non - malicious
http://www.gruendungsberater-steuerberater.de/index.php?option=com_content&view=article&id=7&Itemid=7,malicious
http://opttoys24.ru/index.php?option=com_user&view=register,malicious
tamilnewsnetwork.com/2010/10/18/birth-centenary-of-v-navaratnam-pioneer-of-tamil-eelam-polity/,non - malicious
dvdtalk.com/reviews/45691/legend-of-bruce-lee-the/,non - malicious
the-sugarandspice-in-you.blogspot.com/,non - malicious
realtor.com/property-search/Bartlett_TN/Carrie-Brook-Cv,non - malicious
m.yahoo.com/w/sports/home/experts/article?offset=0&urn=urn%3Anewsml%3Asports.yahoo%2Cyhoo%3A20050301%3Apga%2Carticle%2Cbr-lateralhazard-murphy_cantley_is_future_star_082911%3A1&.ts=1314643797&.ysid=F8v9AuxNE6gvs9Vud6Bhyo3s&.intl=US&.lang=en,non - malicious
cheapstheycome.wordpress.com/2011/11/30/vampiros-los-muertos-2002/,non - malicious
cesarica.net/portal/urawa-red-diamonds-kashima-antlers-live-stream/football-en/9650/,non - malicious
arkhilario.com/2011/02/12/wwe-elimination-chamber-2011-live-stream-free/,non - malicious
http://torcache.net/torrent/955C5FDBC91A9D4D79F8AB301F49B205BEBC4865.torrent?title=[kickass.to]the.originals.s02e18.hdtv.x264.lol.ettv,non - malicious
harvestbiblechapel.org/content.aspx?site_id=10424&content_id=162811,non - malicious
myonlinetutor.bell.ca/,non - malicious
data.vanderbilt.edu/rapache/bbplot/BOS-1915.html,non - malicious
http://pastehtml.com/view/bfza8l1z0.html,malicious
http://wijzijnnietgevaarlijk.nl/baasjes/85-linda/profile.html,malicious
en.wikipedia.org/wiki/Commerce_Bancshares,non - malicious
dfdrussell.org/,non - malicious
barnesandnoble.com/w/pediatric-clinical-skills-richard-b-goldbloom/1100213036,non - malicious
nytimes.com/1991/10/24/arts/review-dance-ted-shawn-s-legacy-men-tough-and-tender.html,non - malicious
bizzyballoons.f2s.com/,non - malicious
http://www.fulig.com.br/index.php?option=com_content&view=article&id=6&Itemid=6&lang=en,malicious
http://rus-master.com/\321%80ะตะผะพะฝ\321%82ะฝ\321%8Bะต-\321%80ะฐะฑะพ\321%82\321%8B/52-ะดะธะทะฐะนะฝ-ะบ\321%83\321%85ะฝะธ-ะฒะฐะฝะฝะพะน-ะบะพะผะฝะฐ\321%82\321%8B.html,malicious
http://www.ambiani.nl/diensten/vergaderruimte-brabant/70-huwelijksfeest-brabant.html,malicious
findstructuredsettlements.blogspot.com/,non - malicious
slu.edu/colleges/AS/ENG/ong/,non - malicious
http://www.kenltd.com/index.php?option=com_content&view=article&id=54&Itemid=69&lang=en,malicious
insiderpages.com/doctors/Michael-J-Meighen-MD-Concord,non - malicious
localhikes.com/Hikes/DnRCanal-BullsIsland_5602.asp,non - malicious
mediafire.com/?z2hjmmnnzm2,non - malicious
http://mlcdigital.com/index.php?view=article&id=44:welcome-to-mlc-digital&tmpl=component&print=1&page=,malicious
partypop.com/d/Party/Temples-Synagogues/Kansas-City,non - malicious
bbb.org/central-northern-western-arizona/business-reviews/air-conditioning-contractors-and-systems/al-riley-s-air-conditioning-and-sheet-metal-in-casa-grande-az-7002698/,non - malicious
audible.com/pd?asin=B0042ZKVFI,non - malicious
wordcustard.hubpages.com/,non - malicious
onesongneedlearts.com/,non - malicious
http://www.bhxx.net/xxgl/UploadFiles_7485/201304/2013042315380148.jpg,malicious
linkedin.com/in/jameswestcott,non - malicious
videosurf.com/videos/los+angeles+galaxy+0+vs+0+kansas+city+wizards+game+highlights+04+24+10+week+5+2010+season?vnf=1,non - malicious
jmdphysiotronic.in,malicious
http://www.umeataxi.se/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy51bWVhdGF4aS5zZS9pbmRleC5waHA%2Fb3B0aW9uPWNvbV9jb250ZW50JnZpZXc9YXJ0aWNsZSZpZD00NDpoeWJyaWRiaWxhcg==,malicious
goldstar.com/venues/washington-dc/sidney-harman-hall,non - malicious
im.indli.com/search/Singer%20Sunitha%20Sarathy%20Celebrity%20Photos%20Hot%20Pictures%20Stills%20Singer%20Sunitha%20Sarathy%20Celebrity%20Photos%20Images%20Gallery%20Singer%20Sunitha%20Sarathy%20Celebrity%20PhotosMovie%20Gallery%20Latest%20Tamil%20Movie%20Images%20Pictures%20Stills%20Actress%20Hot%20Gallery,non - malicious
http://jamminkidsweston.com/our-blog/how-to-learn-to-play-piano-before-the-holidays.html,malicious
movies.totallyfreeonline.com/watch_idi-i-smotri-1985-3_online_for_free_in_HD/,non - malicious
universityguides.com/index.jsp?source=UG65k&OVRAW=list%20of%20delta%20sigma%20theta%20chapters&OVKEY=delta%20sigma%20theta%20undergraduate%20chapter&OVMTC=advanced&OVADID=5146222013&OVKWID=53821256513,non - malicious
caribou-canada.com/,non - malicious
http://superuser.com/questions/812639/troubleshooting-hardware-with-limited-resources,non - malicious
artloversnewyork.com/zine/the-bomb/2006/08/03/jason-rhoades-dead-at-41/,non - malicious
youtube.com/watch?v=N0ykm1v9xbU,non - malicious
allstarpics.net/pic-gallery/mackenzie-foy-pics.htm,non - malicious
copcusco.ml,malicious
dea.seattle.gov/self/,non - malicious
linkedin.com/pub/dir/kenneth/gilbert,non - malicious
http://www.slaviacapital.cz/tlacove-spravy-eng/slavia-capital-sold-shares-of-investbanka-skopje,malicious
http://www.umeataxi.se/index.html,malicious
http://www.domusviatoris.com/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5kb211c3ZpYXRvcmlzLmNvbS9pbmRleC5waHA%2Fb3B0aW9uPWNvbV9rMiZ2aWV3PWl0ZW0maWQ9ODI6bGl4bzItYWxvamFtaWVudG9jYWxpZGFkJkl0ZW1pZD0xMQ==,malicious
http://nesn.com/2014/08/tom-brady-patriots-involved-in-competitive-situations-vs-redskins-video/,non - malicious
narniafans.com/archives/12139,non - malicious
mma-core.com/videos/_Rampage_Jackson_Owns_Ariel_Helwani_On_Post_Fight_S?vid=10020847&tid=104,non - malicious
lepg.org/people.htm,non - malicious
http://www.borg4x4.org/index.php?option=com_jcalpro&Itemid=61&extmode=view&extid=18,malicious
http://www.spirit-house.de/index.php?option=com_content&view=category&id=11&Itemid=6,malicious
articlesbase.com/basketball-articles/watch-gonzaga-basketball-online-bulldogs-games-live-stream-on-the-internet-3818221.html,non - malicious
modot.mo.gov/kansascity/major_projects/Heart_of_America.htm,non - malicious
http://www.sceg.ir/sanyeh-soft/civil-soft.html,malicious
http://slashdot.org/submission/2011137/the-optimum-attack-rate-for-ssh-bruteforce-1-per-10-seconds,non - malicious
http://grasslandhotel.com.vn/index.php/rooms/item/all/18-airticketservices,malicious
kevinmooremusic.com/,non - malicious
ehow.com/facts_5552739_western-auto-company-history.html,non - malicious
merriam-webster.com/dictionary/cleric,non - malicious
usl1.uslsoccer.com/home/398646.html,non - malicious
http://perezhilton.com/2014-12-31-joe-jonas-mystery-woman-the-nice-guy-west-hollywood/?from=readmore_perezhilton&,non - malicious
blackjackinfo.com/blackjack-rules.php,non - malicious
bizjournals.com/stlouis/stories/2008/06/23/focus7.html,non - malicious
http://www.kulgupuit.ee/index.php?option=com_phocagallery&view=detail&catid=2:foto&id=41:foto-7&tmpl=component&Itemid=5&lang=ru,malicious
local.yahoo.com/info-19737823-ordway-building-supply-incorporated-ordway,non - malicious
http://football-euro.net/kluby-rossii/373-rabota-rossijskix-futbolnyx-arbitrov-neudovletvoritelna-po-czelomu-ryadu-prichin.html,malicious
http://motthegioi.vn/xa-hoi/trung-quoc-lai-dua-gian-khoan-hai-duong-981-vao-bien-dong-188586.html,non - malicious
http://elitedaily.com/news/world/teens-dying-wish-to-donate-organs-has-affected-more-than-50-people-video/1025896/,non - malicious
boards.ancestry.co.uk/topics.obits/35036/mb.ashx,non - malicious
amazon.com/Cecil-Medicine-Expert-Consult-Online/dp/1416028056,non - malicious
flixster.com/actor/nance-oneil,non - malicious
proallstarsseries.com/,non - malicious
sportsillustrated.cnn.com/football/nfl/1999/nfldraft/news/1999/04/18/jones_cfl/,non - malicious
artfact.com/auction-lot/ebac-homedry-880-dehumidifier.-1-c-eiinq5kljc,non - malicious
edwardsmagazine.com/,non - malicious
archive.shanedphoto.com/,non - malicious
canadianartgroup.com/art_we_purchase,non - malicious
http://www.kristall-zell.at/index.php/de/kontakt/anfrage.html,malicious
moviemusic.com/soundtrack/M01316/raisingarizonabloodsimple/,non - malicious
amazon.com/Murder-Paradis-Aimee-Leduc-Investigations/dp/1569475423,non - malicious
facebook.com/pages/Political-divisions-of-Mexico/112668912084101,non - malicious
http://www.lontechshop.co.uk/pc-laptop-memory.html,malicious
purecornwall.co.uk/,non - malicious
http://www.gsacargo.com.au/index.php?option=com_user&view=remind&Itemid=13,malicious
tngennet.org/wilson/wilson1.htm,non - malicious
http://viticoltura.net/index.php/esperienze-nel-vigneto/lallevamento-e-la-cura-del-vigneto.html?tmpl=component&print=1&page=,malicious
http://www.gsmkamera.hu/index.html?option=com_content&view=article&id=6&Itemid=2&fontstyle=f-smaller,malicious
thenils.net/,non - malicious
amazon.com/Blues-Clues-Big-Band/dp/B000096QZX,non - malicious
flickr.com/photos/swank/4633280541/,non - malicious
michaelconnelly.com/novels/,non - malicious
spankwire.com/Mikayla-Mendez-Dreaming/video217241/,non - malicious
local.yahoo.com/info-21648850-barkley-john-l-barkley-john-l-lodi,non - malicious
myspace.com/apchagi0,non - malicious
veromi.com/David-Belisle.aspx,non - malicious
http://gfycat.com/javascript/new_account/common/angular-modal-app/modal-how-tos.html,non - malicious
http://thenextweb.com/in/2015/04/06/indian-fashion-retailer-myntra-is-closing-its-site-on-may-1-to-focus-on-app-based-sales/gtm.js,non - malicious
https://ifttt.com/recipes/156570-if-i-mark-a-video-as-watch-later-send-the-link-to-pushbullet,non - malicious
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify2.srv-woa1.com/identify-customer=FNMS8Sl674LLjwtXQ13gHYMQsnz8FgTNjLW7WNBqQUeybUMKAbBRveUn5BVgC4PKWtx8GcSegWNIDajcukqmCoArLNaOaMpkt5YF/,malicious
socialsocietyedu.com/components/com_wa/config.bin,malicious
http://babal.net/books/view/410/%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A7%D9%84%D9%86%D9%82%D8%A7%D8%A8%D8%A7%D8%AA-%D8%A7%D9%84%D8%B9%D9%85%D8%A7%D9%84%D9%8A%D8%A9-%D8%A7%D9%84%D8%A8%D8%AD%D8%B1%D9%8A%D9%86%D9%8A,non - malicious
veromi.com/Bonnie-Eastman.aspx,non - malicious
